;a1;a2;a3;a4;a5;a6;a7;a8;a9;a10;a11;a12;a13;a14;a15;a16;a17;a18;a19;a20
o1604;1;1;1;0;1;1;1;0;0;0;1;1;1;0;0;1;0;0;0;1
o1605;0;1;0;0;0;1;0;0;1;1;1;0;0;1;1;1;1;0;0;0
o1606;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;0;0;0
o1607;1;0;1;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;0
o1608;1;0;1;1;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1
o1609;0;1;0;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1
o1610;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0
o1611;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;1
o1612;1;1;0;1;0;0;1;1;1;1;0;0;1;0;0;1;1;0;1;0
o1613;1;0;1;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;1
o1614;1;0;1;1;1;0;0;1;0;1;1;1;1;1;0;0;1;1;1;1
o1615;0;1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0
o1616;0;1;0;1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;0;1
o1617;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0
o1618;1;1;1;0;0;1;0;0;0;1;0;0;1;1;1;1;1;1;1;0
o1619;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1
o1620;0;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;0;1;0;0
o1621;0;1;1;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;1;1
o1622;0;1;0;0;1;0;0;1;0;1;0;1;1;0;1;1;0;1;0;0
o1623;0;1;0;1;0;1;1;0;1;0;0;1;1;1;1;0;1;1;1;0
o1624;0;0;1;0;0;0;1;1;1;1;0;0;0;1;1;0;1;0;0;1
o1625;1;1;1;0;1;1;0;1;0;0;0;1;1;0;1;0;1;1;1;0
o1626;0;0;1;0;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;1
o1627;1;0;1;0;1;0;0;0;1;1;1;0;1;1;0;1;0;1;1;1
o1628;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;0;1
o1629;1;1;1;1;0;0;1;1;0;1;1;0;0;1;0;1;1;1;1;0
o1630;1;0;0;0;1;0;1;1;1;1;1;0;1;1;0;1;0;0;0;1
o1631;1;1;0;1;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0
o1632;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;1;1;1;0;0
o1633;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;1
o1634;1;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1
o1635;1;0;1;1;0;0;0;1;0;1;0;1;0;1;1;1;0;0;1;0
o1636;1;0;1;0;1;1;1;1;1;0;1;1;0;0;1;0;1;1;0;0
o1637;1;0;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1
o1638;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1
o1639;1;0;0;0;0;1;0;0;1;1;1;0;1;0;1;1;1;0;0;1
o1640;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1
o1641;1;1;1;0;1;0;0;1;1;1;1;1;1;0;1;0;1;0;0;1
o1642;0;0;0;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;0;1
o1643;1;1;1;1;1;0;0;1;1;0;1;0;1;1;1;1;1;1;1;1
o1644;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0
o1645;1;1;0;0;0;1;1;0;1;1;0;1;0;1;1;0;1;0;0;1
o1646;0;0;1;0;1;1;1;0;1;0;1;1;0;0;0;0;1;1;0;1
o1647;1;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;1;1;0;0
o1648;1;1;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0;0;1;0
o1649;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;1;0;1;0;0
o1650;0;0;1;0;1;0;1;0;0;0;1;1;0;0;0;1;0;0;1;1
o1651;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1
o1652;0;0;0;0;0;1;1;1;0;1;1;0;1;1;0;0;0;0;0;1
o1653;0;0;0;1;0;1;1;0;1;0;1;0;0;0;1;1;1;1;1;1
o1654;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;1;1;0;1;0
o1655;0;0;0;1;0;1;0;1;0;0;0;0;1;1;1;0;0;0;0;0
o1656;0;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;0;0;0;0
o1657;1;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;1
o1658;0;0;0;1;1;0;0;1;1;1;1;0;1;0;1;1;0;0;0;1
o1659;0;1;0;1;0;1;0;0;1;1;0;1;1;1;0;0;0;1;1;0
o1660;0;0;1;1;1;0;0;1;0;1;1;1;1;0;1;1;1;1;0;0
o1661;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0
o1662;1;1;0;0;1;1;1;0;1;1;0;1;1;0;1;1;0;1;0;1
o1663;0;1;1;0;1;1;1;0;0;0;1;0;0;0;1;1;1;1;0;1
o1664;1;1;0;1;1;1;1;0;0;1;0;1;0;1;0;0;0;1;1;0
o1665;1;0;1;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;1;1
o1666;1;1;0;1;0;0;1;1;1;1;0;1;0;1;1;1;1;0;1;0
o1667;1;0;1;1;0;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1
o1668;0;0;1;0;0;1;1;0;1;1;0;0;0;0;1;0;1;1;1;1
o1669;0;0;1;1;0;1;1;1;0;1;1;1;1;0;0;1;1;1;1;0
o1670;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;1;0;1
o1671;1;0;1;1;1;1;0;0;0;1;1;0;1;1;1;0;0;1;0;0
o1672;1;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;1;1;1;1
o1673;0;0;0;0;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1
o1674;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0
o1675;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0
o1676;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;1;0;1
o1677;1;0;1;0;0;1;0;0;1;1;0;1;0;0;1;1;1;1;0;1
o1678;0;1;0;1;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0
o1679;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;1
o1680;0;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;1;1;0;0
o1681;1;0;1;1;1;0;1;1;1;1;0;0;0;1;1;0;0;1;1;1
o1682;1;1;0;0;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;1
o1683;1;1;0;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;1;1
o1684;1;1;0;1;1;1;1;1;0;1;1;0;0;1;1;0;0;1;0;0
o1685;0;1;1;0;1;0;0;0;1;1;1;0;1;0;1;0;1;0;0;1
o1686;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1
o1687;1;1;1;1;1;1;1;0;0;0;1;1;0;1;1;0;1;1;1;0
o1688;1;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0
o1689;0;0;0;1;0;1;1;1;0;1;0;0;1;1;0;1;0;0;0;1
o1690;1;1;0;1;0;1;1;1;0;0;0;1;1;1;1;0;0;1;1;0
o1691;1;0;0;1;1;0;0;0;1;1;0;1;0;1;1;1;1;1;1;1
o1692;1;0;1;1;1;0;1;1;0;1;1;0;0;1;1;1;1;0;0;1
o1693;1;0;1;1;0;1;0;1;0;0;0;0;1;1;0;1;1;0;0;0
o1694;1;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;1;1;1;1
o1695;0;0;0;1;1;0;1;0;1;0;0;0;1;1;0;0;0;1;1;1
o1696;0;0;1;1;1;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0
o1697;1;0;0;0;1;0;0;1;1;0;1;1;1;1;0;0;1;1;1;0
o1698;1;1;1;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;1
o1699;0;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;0;0;0
o1700;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;1;0;0
o1701;0;1;1;0;1;1;0;1;1;0;1;1;1;0;1;0;0;0;1;0
o1702;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;1;0
o1703;1;1;0;0;0;1;0;0;0;1;0;1;0;1;1;1;0;1;1;1
o1704;1;1;0;1;1;0;0;1;1;1;0;1;0;1;0;1;1;1;0;1
o1705;1;1;0;1;0;0;1;0;1;1;0;0;1;0;1;1;1;0;1;0
o1706;1;0;1;1;1;0;1;0;1;1;1;0;0;0;1;0;0;0;1;1
o1707;1;0;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;1;0
o1708;0;0;0;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1
o1709;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0
o1710;1;0;0;1;0;0;0;1;1;0;1;0;0;1;1;1;0;1;1;1
o1711;1;0;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;1;1
o1712;1;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;1;0;0;1
o1713;1;1;0;1;1;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1
o1714;1;1;0;1;1;1;1;1;0;0;1;1;1;0;1;0;1;1;0;1
o1715;1;1;1;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;1
o1716;1;0;0;0;0;1;0;0;1;0;1;0;1;1;1;1;1;1;1;1
o1717;0;0;0;1;1;0;0;1;1;0;1;1;0;1;0;0;0;1;1;1
o1718;1;1;0;1;1;1;0;0;0;0;1;1;0;1;0;0;1;1;0;1
o1719;0;0;0;1;0;1;1;0;1;1;1;1;1;1;0;1;1;0;0;1
o1720;1;0;0;0;0;1;0;1;1;0;1;0;1;1;1;0;1;1;1;0
o1721;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0
o1722;1;1;1;0;1;1;1;1;1;0;1;0;0;0;1;0;1;1;0;1
o1723;1;1;1;1;0;1;1;1;0;0;1;0;1;1;1;1;1;0;1;0
o1724;0;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0;1;1;0;0
o1725;1;1;1;1;0;0;1;0;0;1;0;0;1;1;1;0;1;1;0;0
o1726;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;1;0
